"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"197024","occ","","","20302","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Guilday","1971","1725","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-78.699997","39.599998","Cumberland Cave","","","US","Maryland","Allegany","based on political unit","1","","","gp_mid","-78.25","39.75","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","updates Gidley and Gazin 1938","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197137","occ","","","20308","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-81.821114","27.041668","De Soto Shell Pit","","","US","Florida","De Soto","based on political unit","seconds","","S33 T39S R25E","gp_mid","-81.46","27.21","109","US","","Caloosahatchee","","","","","","","","","","","said to be early Irvingtonian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197186","occ","","","20310","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Hill","2001","4222","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-105.800003","46.400002","Doeden Gravel Pit","","","US","Montana","Custer","based on political unit","1","","north of Miles City","gp_mid","-105.39","46.65","101","US","","","","","","","","","","","","","said to be  Illinoian to  Sangamonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197265","occ","","","20319","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Reynolds and Reeder","1991","2887","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","El Casco","","SBCM 5.3.3; Site 350","US","California","Riverside","based on political unit","1","","1 mi N of El Casco","gp_mid","-116.58","34.09","105","US","","San Timoteo","","upper","","","ElCas","350","bottom to top","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","stratigraphy discussed by Albright 1999b; specimen counts given by Albright 1999c exclude certain F:AM and SBCM material<br><br>see also Frazier 1981","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197285","occ","","","20322","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Blancan","","4.9","1.8","Lindsay","1984","2245","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-114.500000","31.700001","El Golfo de Santa Clara","","","MX","Sonora","","based on nearby landmark","1","","mouth of Colorado River","gp_mid","-113.55","32.53","101","MX","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","some indication this could be a mixed fauna<br>""more than 900 mapped vertebrate fossil localities"": Croxen and Sussman 2000<br>31*40'N 114*30'W: Shaw and McDonald 1987<br>said to be Blancan by Kurten and Werdelin 1988, but Irvingtonian by Lindsay and by Shaw and McDonald 1987","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197318","occ","","","20323","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","Rancholabrean","1.8","0.012","Jefferson","1991","2018","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.800003","33.599998","Emery Borrow Pit","","LACM 3536, 3537, 4178, 7053, 7054, 7088, 7089; RCIC 47<br>DUPLICATE REF 2018 or 2019","US","California","Orange","based on political unit","1","","Ralph Clark Regional Park, Fullerton","gp_mid","","","","US","","La Habra","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","LACM","","","","","","","""? late Irvingtonian through Rancholabrean""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197351","occ","33003","","20327","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Dundas and Chatters","2013","61249","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-120.195831","37.056667","Fairmead Landfill","","UCMP V-93128","US","California","Madera","stated in text","seconds","small collection","south of Chowchilla; 34 Miles north of Fresno","gp_mid","-119.74","37.28","130","US","","Turlock Lake","","upper","group of beds","","","","","","","","section is entirely in a normal polarity chron, assumed to be the Brunhes\r\nmaterial is from several beds within ""unit C""","""clayey sands and sands overlying a layer of massive sandy clay and clayey very fine sand""","claystone","","","sandy","Y","sandstone","","","argillaceous","Y","lacustrine indet.","","""vertebrate fossils were found in the basal sandy clay and in the lowermost sand beds... marshy, abandoned fan channel or lake-margin""","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","salvage,selective quarrying,field collection","UCMP","","","","","","""thousands of specimens"" uncovered ""during excavation of an expansion cell at the Madera County Fairmead Landfill""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197537","occ","","","20350","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.566666","29.683332","Haile 16A","","","US","Florida","Alachua","stated in text","minutes","","6 km NE of Newberry\nexact coordinate given by Ruez 2005","gp_mid","-82.19","29.85","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","replaces earlier list of MacFadden 1982 for Haile XVI, which included no taxa not present here","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197598","occ","9514","","20353","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.599998","38.299999","Hammann Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","see also Hibbard 1952","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197745","occ","","","20382","Megalonyx ? jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Dalquest","1977","1310","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-98.900002","34.400002","Holloman Gravel Pit","","Frederick","US","Oklahoma","Tillman","based on political unit","1","","1 mi N of Frederick","gp_mid","-98.53","34.63","101","US","","","","","","","","","","","","","","","gravel","","","","","","","","","","fluvial indet.","","terrace deposit","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","TMM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197777","occ","","","20384","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Webb and Wilkins","1984","3580","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.680000","29.000000","Inglis IA","","Inglis 1A; UF locality CI001","US","Florida","Citrus","stated in text","degrees","small collection","2.5 km southwest of Inglis","gp_mid","-81.55","29.50","109","US","","","","","","","","","","","","","latest Blancan, ca. 1.6-1.9 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","said to be ""earliest Irvingtonian""\n""Tremarctos floridanus"" is not actually present: Emslie 1995\n""Conepatus leuconotus"" is omitted by Morgan and Hulbert 1995  and Ruez 2001, and was listed as ""a mistake"" by Webb 1974a according to  Martin 1978","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197852","occ","","","20387","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Savage","1951","3014","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-122.000000","37.599998","Irvington","","UCMP V-3602, 3604, 3605","US","California","Alameda","based on political unit","1","small collection","","gp_mid","-121.55","37.83","130","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UCMP","","","","","","","originally described by Stirton 1939 based on a much smaller collectionsaid to be in a magnetically reversed chron by Repenning 1992","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197963","occ","","","20397","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Blancan","Irvingtonian","4.9","0.3","Harris","1993","1794","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-106.699997","32.000000","La Union","","UTEP 33","US","New Mexico","Dona Ana","based on political unit","1","small collection","","gp_mid","-105.68","32.77","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","said to be ""Blancan/Irvingtonian, Irvingtonian""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"198114","occ","","","20415","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.599998","29.400000","McLeod Limerock Mine","","","US","Florida","Levy","based on political unit","1","","2.5 mi N of Williston","gp_mid","-82.22","29.57","109","US","","","","","","","","","","","","","said to be middle Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","replaces earlier, incomplete list of Hulbert and Morgan 1993","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"198430","occ","","","20475","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-81.800003","27.900000","Payne Creek Mine (Irvingtonian)","","","US","Florida","Polk","based on political unit","1","","","gp_mid","-81.43","28.06","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"198543","occ","","","20479","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Gidley and Gazin","1938","1628","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-75.300003","40.200001","Port Kennedy Cave","","","US","Pennsylvania","Montgomery","based on political unit","1","","","gp_mid","-74.83","40.33","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","new list of Daeschler 1996 is based on Gidley and Gazin and contains numerous errors and omissions<br>""? Myotis sp."": a bat; omitted by Daeschler 1996<br><br>""Vulpes latidentatus"" is omitted by Daeschler 1996 and  not discussed by Kurten and Anderson 1980 or other  sources<br><br>""Sciurus calycinus"" is omitted by Kurten and Anderson 1980<br><br>not clear what ""Teleopternus orientalis"" and  ""Odocoileus laevicornis"" are; former is listed by  Daeschler 1996<br><br>""Bison sp."" is not present: Kurten and Anderson 1980","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
